Date,Open,High,Low,Close,Volume,Symbol,Asset_Type,Data_Source,Download_Date,Adj_Close,Source,Transform_Date,Data_Start_Date,Data_End_Date,Record_Count,Data_Quality_Score,YFinance_Version,Exchange,Trading_Pair
2025-05-06,269.82,274.8,268.54,273.36,4681600,CRM,stock,iwb_holdings_250529,2025-06-01,273.36,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-05-05,273.37,276.17,272.31,272.63,4219600,CRM,stock,iwb_holdings_250529,2025-06-01,272.63,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-05-02,274.46,276.32,272.25,275.08,4323400,CRM,stock,iwb_holdings_250529,2025-06-01,275.08,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-05-01,273.4,274.6,269.0,269.33,5208900,CRM,stock,iwb_holdings_250529,2025-06-01,269.33,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-30,264.8,268.87,263.0,268.71,4624100,CRM,stock,iwb_holdings_250529,2025-06-01,268.71,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-29,265.4,268.58,265.17,267.76,3139800,CRM,stock,iwb_holdings_250529,2025-06-01,267.76,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-28,268.15,269.5,263.33,265.64,4977700,CRM,stock,iwb_holdings_250529,2025-06-01,265.64,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-25,264.72,269.03,264.2,267.85,5651700,CRM,stock,iwb_holdings_250529,2025-06-01,267.85,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-24,258.2,264.98,257.0,264.7,7857600,CRM,stock,iwb_holdings_250529,2025-06-01,264.7,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-23,252.61,257.79,249.5,250.48,5818900,CRM,stock,iwb_holdings_250529,2025-06-01,250.48,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-22,238.23,244.22,235.6,243.39,7145300,CRM,stock,iwb_holdings_250529,2025-06-01,243.39,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-21,240.43,242.48,232.77,236.26,9240000,CRM,stock,iwb_holdings_250529,2025-06-01,236.26,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-17,249.77,251.56,246.8,247.26,5564400,CRM,stock,iwb_holdings_250529,2025-06-01,247.26,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-16,251.93,256.61,246.69,249.84,7190900,CRM,stock,iwb_holdings_250529,2025-06-01,249.84,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-15,254.37,256.72,253.8,254.93,5227700,CRM,stock,iwb_holdings_250529,2025-06-01,254.93,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-14,260.0,260.0,253.14,254.55,6038100,CRM,stock,iwb_holdings_250529,2025-06-01,254.55,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-11,254.27,256.41,247.68,255.0,6089000,CRM,stock,iwb_holdings_250529,2025-06-01,255.0,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-10,260.0,261.24,248.13,255.12,9692300,CRM,stock,iwb_holdings_250529,2025-06-01,255.12,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-09,240.9,268.17,240.9,265.17,12491100,CRM,stock,iwb_holdings_250529,2025-06-01,264.754,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-08,253.95,257.39,240.27,243.99,9340300,CRM,stock,iwb_holdings_250529,2025-06-01,243.6072,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-07,230.0,252.95,230.0,244.21,11965200,CRM,stock,iwb_holdings_250529,2025-06-01,243.8269,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-04,247.7,250.29,239.53,240.76,9705000,CRM,stock,iwb_holdings_250529,2025-06-01,240.3823,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-03,260.14,262.57,254.45,255.23,8872600,CRM,stock,iwb_holdings_250529,2025-06-01,254.8296,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-02,265.96,273.63,265.75,271.54,5396900,CRM,stock,iwb_holdings_250529,2025-06-01,271.114,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-04-01,268.86,270.82,265.82,270.2,4598200,CRM,stock,iwb_holdings_250529,2025-06-01,269.7761,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-31,264.55,268.45,259.19,268.36,7585800,CRM,stock,iwb_holdings_250529,2025-06-01,267.939,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-28,276.71,277.21,269.19,269.97,4973400,CRM,stock,iwb_holdings_250529,2025-06-01,269.5465,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-27,280.54,280.9,276.01,277.81,3757200,CRM,stock,iwb_holdings_250529,2025-06-01,277.3742,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-26,288.34,289.04,279.58,280.99,5070300,CRM,stock,iwb_holdings_250529,2025-06-01,280.5492,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-25,285.61,290.45,285.61,288.61,4301700,CRM,stock,iwb_holdings_250529,2025-06-01,288.1572,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-24,283.74,286.76,283.22,285.96,6763800,CRM,stock,iwb_holdings_250529,2025-06-01,285.5114,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-21,276.21,281.85,274.05,280.62,9804100,CRM,stock,iwb_holdings_250529,2025-06-01,280.1797,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-20,277.06,282.88,277.06,279.03,5504700,CRM,stock,iwb_holdings_250529,2025-06-01,278.5923,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-19,277.5,282.22,277.29,279.39,5245400,CRM,stock,iwb_holdings_250529,2025-06-01,278.9517,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-18,280.02,280.5,275.94,278.73,5881700,CRM,stock,iwb_holdings_250529,2025-06-01,278.2928,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-17,277.37,282.73,276.08,280.75,4484300,CRM,stock,iwb_holdings_250529,2025-06-01,280.3096,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-14,275.0,279.89,272.68,279.4,6976900,CRM,stock,iwb_holdings_250529,2025-06-01,278.9617,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-13,282.05,282.56,269.75,271.74,9494500,CRM,stock,iwb_holdings_250529,2025-06-01,271.3137,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-12,281.85,285.93,279.09,284.58,7463900,CRM,stock,iwb_holdings_250529,2025-06-01,284.1335,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-11,273.72,280.45,272.0,277.05,8313400,CRM,stock,iwb_holdings_250529,2025-06-01,276.6154,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-10,276.97,278.35,270.72,272.9,10040200,CRM,stock,iwb_holdings_250529,2025-06-01,272.4719,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-07,283.18,288.31,275.17,282.89,8248100,CRM,stock,iwb_holdings_250529,2025-06-01,282.4462,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-06,288.23,298.08,284.83,286.05,10396800,CRM,stock,iwb_holdings_250529,2025-06-01,285.6012,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-05,287.22,292.68,285.62,291.97,6612600,CRM,stock,iwb_holdings_250529,2025-06-01,291.512,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-04,290.0,291.65,282.24,287.34,9096300,CRM,stock,iwb_holdings_250529,2025-06-01,286.8892,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-03-03,301.0,303.07,291.06,293.06,6298200,CRM,stock,iwb_holdings_250529,2025-06-01,292.6003,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-28,295.96,301.98,292.15,297.85,10863100,CRM,stock,iwb_holdings_250529,2025-06-01,297.3828,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-27,296.34,304.92,292.67,294.9,16691400,CRM,stock,iwb_holdings_250529,2025-06-01,294.4373,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-26,312.66,313.7,306.45,307.33,12638500,CRM,stock,iwb_holdings_250529,2025-06-01,306.8478,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-25,306.25,308.42,300.62,305.88,7360100,CRM,stock,iwb_holdings_250529,2025-06-01,305.4001,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-24,311.51,312.73,303.52,308.32,6652900,CRM,stock,iwb_holdings_250529,2025-06-01,307.8363,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-21,318.97,318.97,306.86,309.8,7353200,CRM,stock,iwb_holdings_250529,2025-06-01,309.314,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-20,322.24,324.45,318.21,318.43,6393100,CRM,stock,iwb_holdings_250529,2025-06-01,317.9305,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-19,329.74,329.74,322.87,324.53,5012000,CRM,stock,iwb_holdings_250529,2025-06-01,324.0209,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-18,328.59,329.16,323.0,328.96,5262100,CRM,stock,iwb_holdings_250529,2025-06-01,328.4439,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-14,328.03,328.5,322.62,326.54,5879700,CRM,stock,iwb_holdings_250529,2025-06-01,326.0277,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-13,326.2,330.35,323.22,329.85,4312100,CRM,stock,iwb_holdings_250529,2025-06-01,329.3326,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-12,319.55,327.0,316.97,326.12,5643400,CRM,stock,iwb_holdings_250529,2025-06-01,325.6084,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-11,324.02,326.44,321.26,324.4,5455900,CRM,stock,iwb_holdings_250529,2025-06-01,323.8911,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-10,327.92,331.75,326.65,327.2,5981900,CRM,stock,iwb_holdings_250529,2025-06-01,326.6867,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-07,332.0,333.82,323.72,325.83,7626100,CRM,stock,iwb_holdings_250529,2025-06-01,325.3188,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-06,337.48,337.48,329.1,330.81,13240600,CRM,stock,iwb_holdings_250529,2025-06-01,330.291,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-05,345.72,348.04,338.87,347.93,4521000,CRM,stock,iwb_holdings_250529,2025-06-01,347.3842,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-04,345.62,346.93,338.67,344.14,4965600,CRM,stock,iwb_holdings_250529,2025-06-01,343.6001,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-02-03,335.97,341.46,331.26,339.24,4549400,CRM,stock,iwb_holdings_250529,2025-06-01,338.7078,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-31,348.0,349.5,340.1,341.7,5781500,CRM,stock,iwb_holdings_250529,2025-06-01,341.1639,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-30,340.9,348.0,340.0,343.57,7591100,CRM,stock,iwb_holdings_250529,2025-06-01,343.031,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-29,358.76,360.18,351.5,354.0,6266700,CRM,stock,iwb_holdings_250529,2025-06-01,353.4446,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-28,354.77,367.09,350.46,359.95,12099300,CRM,stock,iwb_holdings_250529,2025-06-01,359.3853,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-27,332.36,353.15,330.5,347.1,15661100,CRM,stock,iwb_holdings_250529,2025-06-01,346.5555,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-24,336.3,338.65,331.79,333.88,3299100,CRM,stock,iwb_holdings_250529,2025-06-01,333.3562,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-23,332.33,335.46,329.6,334.66,4355900,CRM,stock,iwb_holdings_250529,2025-06-01,334.135,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-22,331.25,335.23,327.28,332.62,7259300,CRM,stock,iwb_holdings_250529,2025-06-01,332.0982,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-21,329.4,329.52,322.45,326.84,6397200,CRM,stock,iwb_holdings_250529,2025-06-01,326.3272,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-17,328.72,329.57,323.07,324.56,6303600,CRM,stock,iwb_holdings_250529,2025-06-01,324.0508,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-16,322.94,327.72,319.55,320.0,5047700,CRM,stock,iwb_holdings_250529,2025-06-01,319.498,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-15,329.88,331.53,320.78,321.16,6042700,CRM,stock,iwb_holdings_250529,2025-06-01,320.6562,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-14,325.0,329.94,321.5,323.54,5935200,CRM,stock,iwb_holdings_250529,2025-06-01,323.0324,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-13,314.6,320.55,313.8,319.07,4583000,CRM,stock,iwb_holdings_250529,2025-06-01,318.5695,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-10,322.77,322.77,316.02,317.85,6540000,CRM,stock,iwb_holdings_250529,2025-06-01,317.3514,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-08,327.74,328.8,323.11,326.9,3788200,CRM,stock,iwb_holdings_250529,2025-06-01,326.3871,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-07,330.5,331.5,322.91,324.93,4643100,CRM,stock,iwb_holdings_250529,2025-06-01,324.4203,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-06,334.02,336.6,327.28,330.53,5785300,CRM,stock,iwb_holdings_250529,2025-06-01,330.0115,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-03,332.1,333.44,329.27,332.9,4101200,CRM,stock,iwb_holdings_250529,2025-06-01,332.3777,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2025-01-02,336.31,338.92,327.81,330.66,4807100,CRM,stock,iwb_holdings_250529,2025-06-01,330.1413,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-31,336.27,337.15,332.41,334.33,3026000,CRM,stock,iwb_holdings_250529,2025-06-01,333.8055,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-30,333.47,338.11,331.61,335.74,3411100,CRM,stock,iwb_holdings_250529,2025-06-01,335.2133,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-27,340.35,342.27,335.27,338.45,3220400,CRM,stock,iwb_holdings_250529,2025-06-01,337.9191,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-26,344.88,344.88,341.03,341.72,3483300,CRM,stock,iwb_holdings_250529,2025-06-01,341.1839,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-24,343.0,344.95,340.83,344.43,1811000,CRM,stock,iwb_holdings_250529,2025-06-01,343.8896,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-23,342.25,343.85,336.68,342.9,5330300,CRM,stock,iwb_holdings_250529,2025-06-01,342.3621,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-20,332.74,346.45,331.14,343.65,14932300,CRM,stock,iwb_holdings_250529,2025-06-01,343.1109,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-19,341.7,343.53,335.43,336.23,7423400,CRM,stock,iwb_holdings_250529,2025-06-01,335.7025,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-18,354.5,354.77,335.24,337.23,8400000,CRM,stock,iwb_holdings_250529,2025-06-01,336.701,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-17,356.9,357.23,349.11,350.97,6911000,CRM,stock,iwb_holdings_250529,2025-06-01,350.0201,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-16,350.78,358.07,350.56,357.23,5482300,CRM,stock,iwb_holdings_250529,2025-06-01,356.2631,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-13,364.0,364.8,352.5,354.31,5538000,CRM,stock,iwb_holdings_250529,2025-06-01,353.351,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-12,355.0,360.0,352.92,358.03,5422000,CRM,stock,iwb_holdings_250529,2025-06-01,357.0609,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-11,353.49,360.2,351.88,354.85,7546600,CRM,stock,iwb_holdings_250529,2025-06-01,353.8895,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-10,351.35,355.49,347.43,348.82,6033000,CRM,stock,iwb_holdings_250529,2025-06-01,347.8759,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-09,361.7,361.7,350.79,351.57,6475000,CRM,stock,iwb_holdings_250529,2025-06-01,350.6184,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-06,364.99,367.15,361.09,361.99,5738900,CRM,stock,iwb_holdings_250529,2025-06-01,361.0102,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-05,360.78,365.45,356.67,361.38,10942100,CRM,stock,iwb_holdings_250529,2025-06-01,360.4019,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-04,366.81,369.0,356.65,367.87,24733100,CRM,stock,iwb_holdings_250529,2025-06-01,366.8743,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-03,327.4,332.8,323.65,331.43,12632400,CRM,stock,iwb_holdings_250529,2025-06-01,330.5329,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-12-02,332.0,334.5,330.11,331.01,6063400,CRM,stock,iwb_holdings_250529,2025-06-01,330.114,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-11-29,329.34,331.99,327.25,329.99,3517600,CRM,stock,iwb_holdings_250529,2025-06-01,329.0968,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-11-27,336.46,337.38,328.88,330.01,7471500,CRM,stock,iwb_holdings_250529,2025-06-01,329.1168,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-11-26,341.98,343.81,339.14,343.18,4492800,CRM,stock,iwb_holdings_250529,2025-06-01,342.2511,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-11-25,345.0,347.85,338.29,339.11,7117200,CRM,stock,iwb_holdings_250529,2025-06-01,338.1921,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-11-22,338.95,342.81,335.78,342.02,5649400,CRM,stock,iwb_holdings_250529,2025-06-01,341.0942,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-11-21,331.35,342.94,328.6,335.78,8364200,CRM,stock,iwb_holdings_250529,2025-06-01,334.8711,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-11-20,325.29,327.26,322.01,325.7,3763500,CRM,stock,iwb_holdings_250529,2025-06-01,324.8185,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-11-19,319.0,324.7,316.0,323.43,5469900,CRM,stock,iwb_holdings_250529,2025-06-01,322.5546,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
2024-11-18,327.0,327.0,320.21,322.25,4251100,CRM,stock,iwb_holdings_250529,2025-06-01,321.3777,iwb_holdings_250529,2025-06-02,2004-06-23,2025-05-30,5269,100.0,0.2.61,,
