Date,Open,High,Low,Close,Volume,Symbol,Asset_Type,Data_Source,Download_Date,Adj_Close,Source,Transform_Date,Data_Start_Date,Data_End_Date,Record_Count,Data_Quality_Score,YFinance_Version,Exchange,Trading_Pair
2025-05-07,384.7,387.83,380.95,384.97,2153000,ADBE,stock,iwb_holdings_250529,2025-06-01,384.97,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-05-06,376.57,386.52,375.05,382.98,2970100,ADBE,stock,iwb_holdings_250529,2025-06-01,382.98,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-05-05,379.29,384.54,378.4,381.06,2095600,ADBE,stock,iwb_holdings_250529,2025-06-01,381.06,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-05-02,380.09,383.56,379.19,380.87,2340700,ADBE,stock,iwb_holdings_250529,2025-06-01,380.87,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-05-01,378.3,380.44,374.07,374.63,2848800,ADBE,stock,iwb_holdings_250529,2025-06-01,374.63,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-30,366.87,376.0,363.56,374.98,3305500,ADBE,stock,iwb_holdings_250529,2025-06-01,374.98,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-29,367.21,373.88,366.88,370.98,2198300,ADBE,stock,iwb_holdings_250529,2025-06-01,370.98,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-28,368.05,370.99,364.58,368.62,3163400,ADBE,stock,iwb_holdings_250529,2025-06-01,368.62,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-25,361.7,369.31,359.99,367.72,3499300,ADBE,stock,iwb_holdings_250529,2025-06-01,367.72,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-24,353.59,361.12,353.25,360.91,3085100,ADBE,stock,iwb_holdings_250529,2025-06-01,360.91,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-23,358.12,363.0,349.8,351.96,3168000,ADBE,stock,iwb_holdings_250529,2025-06-01,351.96,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-22,349.14,352.08,344.37,349.91,3250400,ADBE,stock,iwb_holdings_250529,2025-06-01,349.91,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-21,344.57,346.68,338.64,343.22,3691200,ADBE,stock,iwb_holdings_250529,2025-06-01,343.22,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-17,349.75,351.88,345.09,348.8,5206500,ADBE,stock,iwb_holdings_250529,2025-06-01,348.8,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-16,345.0,350.38,341.31,344.19,3687900,ADBE,stock,iwb_holdings_250529,2025-06-01,344.19,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-15,351.05,356.49,349.19,350.38,3030400,ADBE,stock,iwb_holdings_250529,2025-06-01,350.38,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-14,359.51,362.05,348.5,350.91,3286000,ADBE,stock,iwb_holdings_250529,2025-06-01,350.91,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-11,351.44,353.1,342.35,352.47,3941800,ADBE,stock,iwb_holdings_250529,2025-06-01,352.47,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-10,360.97,362.5,341.52,350.05,5695000,ADBE,stock,iwb_holdings_250529,2025-06-01,350.05,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-09,338.74,365.72,333.43,364.64,7186300,ADBE,stock,iwb_holdings_250529,2025-06-01,364.64,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-08,350.1,350.74,333.83,340.0,6650800,ADBE,stock,iwb_holdings_250529,2025-06-01,340.0,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-07,335.54,358.36,332.01,340.7,7690900,ADBE,stock,iwb_holdings_250529,2025-06-01,340.7,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-04,359.0,361.73,348.8,349.07,5867600,ADBE,stock,iwb_holdings_250529,2025-06-01,349.07,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-03,371.88,376.01,366.29,367.25,5324400,ADBE,stock,iwb_holdings_250529,2025-06-01,367.25,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-02,378.28,388.0,376.54,385.78,2859100,ADBE,stock,iwb_holdings_250529,2025-06-01,385.78,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-04-01,381.13,384.0,375.53,383.2,3847800,ADBE,stock,iwb_holdings_250529,2025-06-01,383.2,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-31,380.0,384.8,374.67,383.53,3960700,ADBE,stock,iwb_holdings_250529,2025-06-01,383.53,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-28,393.89,396.92,384.76,385.71,3830300,ADBE,stock,iwb_holdings_250529,2025-06-01,385.71,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-27,397.44,401.48,392.51,396.15,2729700,ADBE,stock,iwb_holdings_250529,2025-06-01,396.15,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-26,403.0,404.5,397.01,397.81,3425000,ADBE,stock,iwb_holdings_250529,2025-06-01,397.81,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-25,393.57,404.32,392.99,403.64,3648600,ADBE,stock,iwb_holdings_250529,2025-06-01,403.64,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-24,392.47,396.86,391.38,394.47,5223000,ADBE,stock,iwb_holdings_250529,2025-06-01,394.47,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-21,384.13,389.85,382.45,387.26,7607300,ADBE,stock,iwb_holdings_250529,2025-06-01,387.26,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-20,386.9,397.82,385.8,389.61,4009500,ADBE,stock,iwb_holdings_250529,2025-06-01,389.61,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-19,394.1,395.26,387.0,387.89,4349900,ADBE,stock,iwb_holdings_250529,2025-06-01,387.89,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-18,395.36,395.95,384.57,391.37,4297300,ADBE,stock,iwb_holdings_250529,2025-06-01,391.37,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-17,394.12,399.94,387.13,399.34,4258500,ADBE,stock,iwb_holdings_250529,2025-06-01,399.34,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-14,379.75,396.36,377.8,394.74,6134800,ADBE,stock,iwb_holdings_250529,2025-06-01,394.74,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-13,405.27,405.77,374.5,377.84,14386600,ADBE,stock,iwb_holdings_250529,2025-06-01,377.84,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-12,436.69,443.9,435.5,438.6,5515900,ADBE,stock,iwb_holdings_250529,2025-06-01,438.6,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-11,432.88,441.33,431.0,433.66,3145200,ADBE,stock,iwb_holdings_250529,2025-06-01,433.66,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-10,443.11,444.54,433.23,435.08,4001600,ADBE,stock,iwb_holdings_250529,2025-06-01,435.08,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-07,442.0,452.51,440.99,449.4,3039500,ADBE,stock,iwb_holdings_250529,2025-06-01,449.4,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-06,444.73,452.19,441.19,444.78,2732100,ADBE,stock,iwb_holdings_250529,2025-06-01,444.78,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-05,443.65,453.26,443.11,451.24,2406200,ADBE,stock,iwb_holdings_250529,2025-06-01,451.24,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-04,439.25,448.82,434.7,446.03,2942200,ADBE,stock,iwb_holdings_250529,2025-06-01,446.03,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-03-03,440.65,448.09,438.21,440.72,2607700,ADBE,stock,iwb_holdings_250529,2025-06-01,440.72,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-28,438.16,440.37,432.1,438.56,3936900,ADBE,stock,iwb_holdings_250529,2025-06-01,438.56,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-27,441.79,444.57,436.82,437.19,2340200,ADBE,stock,iwb_holdings_250529,2025-06-01,437.19,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-26,443.8,447.65,438.4,441.5,1947600,ADBE,stock,iwb_holdings_250529,2025-06-01,441.5,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-25,443.47,447.49,439.17,443.41,2612700,ADBE,stock,iwb_holdings_250529,2025-06-01,443.41,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-24,445.11,446.28,440.91,444.42,2807900,ADBE,stock,iwb_holdings_250529,2025-06-01,444.42,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-21,453.28,453.75,440.69,444.32,3376000,ADBE,stock,iwb_holdings_250529,2025-06-01,444.32,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-20,457.44,461.0,451.57,454.69,2337600,ADBE,stock,iwb_holdings_250529,2025-06-01,454.69,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-19,463.61,463.61,455.32,456.99,2965500,ADBE,stock,iwb_holdings_250529,2025-06-01,456.99,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-18,462.65,464.33,453.07,464.11,2973800,ADBE,stock,iwb_holdings_250529,2025-06-01,464.11,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-14,463.35,464.99,458.0,460.16,2623000,ADBE,stock,iwb_holdings_250529,2025-06-01,460.16,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-13,465.21,465.7,457.03,459.22,2794400,ADBE,stock,iwb_holdings_250529,2025-06-01,459.22,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-12,458.0,463.0,451.3,462.76,3308500,ADBE,stock,iwb_holdings_250529,2025-06-01,462.76,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-11,449.0,461.55,448.29,458.82,3257000,ADBE,stock,iwb_holdings_250529,2025-06-01,458.82,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-10,439.25,453.37,439.0,451.1,3946700,ADBE,stock,iwb_holdings_250529,2025-06-01,451.1,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-07,436.24,441.0,432.41,433.07,2693500,ADBE,stock,iwb_holdings_250529,2025-06-01,433.07,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-06,437.63,439.96,434.35,435.4,2568100,ADBE,stock,iwb_holdings_250529,2025-06-01,435.4,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-05,440.75,444.95,436.27,437.63,2937800,ADBE,stock,iwb_holdings_250529,2025-06-01,437.63,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-04,435.43,443.58,434.26,440.23,2647700,ADBE,stock,iwb_holdings_250529,2025-06-01,440.23,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-02-03,437.8,442.74,430.88,438.6,3348700,ADBE,stock,iwb_holdings_250529,2025-06-01,438.6,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-31,446.98,447.01,435.83,437.45,4689100,ADBE,stock,iwb_holdings_250529,2025-06-01,437.45,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-30,439.67,448.42,439.23,446.0,3290100,ADBE,stock,iwb_holdings_250529,2025-06-01,446.0,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-29,439.92,444.36,438.83,441.68,2997600,ADBE,stock,iwb_holdings_250529,2025-06-01,441.68,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-28,436.27,445.81,431.64,442.84,5376400,ADBE,stock,iwb_holdings_250529,2025-06-01,442.84,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-27,430.23,445.45,430.12,438.6,5086300,ADBE,stock,iwb_holdings_250529,2025-06-01,438.6,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-24,437.28,441.88,434.73,435.38,2631800,ADBE,stock,iwb_holdings_250529,2025-06-01,435.38,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-23,435.88,437.73,432.49,437.28,2716700,ADBE,stock,iwb_holdings_250529,2025-06-01,437.28,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-22,438.0,439.73,433.43,437.32,3391600,ADBE,stock,iwb_holdings_250529,2025-06-01,437.32,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-21,433.26,439.98,431.5,436.36,3833300,ADBE,stock,iwb_holdings_250529,2025-06-01,436.36,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-17,434.35,435.99,425.7,429.99,4012700,ADBE,stock,iwb_holdings_250529,2025-06-01,429.99,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-16,418.21,428.89,418.0,426.93,4185600,ADBE,stock,iwb_holdings_250529,2025-06-01,426.93,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-15,421.7,423.97,415.66,417.28,4345800,ADBE,stock,iwb_holdings_250529,2025-06-01,417.28,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-14,407.25,412.75,405.07,412.71,3577100,ADBE,stock,iwb_holdings_250529,2025-06-01,412.71,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-13,404.27,409.96,403.75,408.5,4558800,ADBE,stock,iwb_holdings_250529,2025-06-01,408.5,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-10,410.0,413.1,405.32,405.92,5564300,ADBE,stock,iwb_holdings_250529,2025-06-01,405.92,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-08,417.34,422.66,415.51,419.58,3508800,ADBE,stock,iwb_holdings_250529,2025-06-01,419.58,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-07,431.37,435.18,420.51,422.63,4181400,ADBE,stock,iwb_holdings_250529,2025-06-01,422.63,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-06,431.88,436.41,427.79,431.18,3994400,ADBE,stock,iwb_holdings_250529,2025-06-01,431.18,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-03,429.45,433.3,425.32,430.57,5617000,ADBE,stock,iwb_holdings_250529,2025-06-01,430.57,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2025-01-02,447.76,450.12,440.56,441.0,2504700,ADBE,stock,iwb_holdings_250529,2025-06-01,441.0,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-31,446.35,448.5,442.81,444.68,2285100,ADBE,stock,iwb_holdings_250529,2025-06-01,444.68,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-30,442.94,447.6,438.57,445.8,3473200,ADBE,stock,iwb_holdings_250529,2025-06-01,445.8,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-27,446.88,449.91,441.11,446.48,2947200,ADBE,stock,iwb_holdings_250529,2025-06-01,446.48,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-26,445.85,452.34,444.68,450.16,2131200,ADBE,stock,iwb_holdings_250529,2025-06-01,450.16,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-24,446.5,448.87,442.57,447.94,1685000,ADBE,stock,iwb_holdings_250529,2025-06-01,447.94,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-23,447.0,451.43,443.42,446.74,3781200,ADBE,stock,iwb_holdings_250529,2025-06-01,446.74,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-20,433.02,451.42,432.47,447.17,8220000,ADBE,stock,iwb_holdings_250529,2025-06-01,447.17,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-19,443.41,449.0,437.11,437.39,6479500,ADBE,stock,iwb_holdings_250529,2025-06-01,437.39,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-18,453.24,455.25,441.1,441.31,6511100,ADBE,stock,iwb_holdings_250529,2025-06-01,441.31,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-17,460.59,465.86,452.48,455.23,7514500,ADBE,stock,iwb_holdings_250529,2025-06-01,455.23,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-16,467.19,473.62,461.2,461.53,5807000,ADBE,stock,iwb_holdings_250529,2025-06-01,461.53,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-13,473.98,474.91,456.8,465.69,11395500,ADBE,stock,iwb_holdings_250529,2025-06-01,465.69,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-12,487.5,494.0,470.9,474.63,17344900,ADBE,stock,iwb_holdings_250529,2025-06-01,474.63,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-11,547.05,552.3,541.74,549.93,6690600,ADBE,stock,iwb_holdings_250529,2025-06-01,549.93,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-10,547.35,552.83,544.22,547.05,2762900,ADBE,stock,iwb_holdings_250529,2025-06-01,547.05,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-09,556.1,557.9,546.11,547.93,3588700,ADBE,stock,iwb_holdings_250529,2025-06-01,547.93,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-06,544.15,554.37,542.9,552.96,2964100,ADBE,stock,iwb_holdings_250529,2025-06-01,552.96,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-05,534.42,540.11,529.79,538.22,2629100,ADBE,stock,iwb_holdings_250529,2025-06-01,538.22,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-04,523.02,541.77,521.01,536.49,3307000,ADBE,stock,iwb_holdings_250529,2025-06-01,536.49,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-03,511.04,516.78,504.51,516.26,2119300,ADBE,stock,iwb_holdings_250529,2025-06-01,516.26,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-12-02,512.85,518.77,511.53,516.2,2006900,ADBE,stock,iwb_holdings_250529,2025-06-01,516.2,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-11-29,517.65,517.65,513.58,515.93,1450200,ADBE,stock,iwb_holdings_250529,2025-06-01,515.93,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-11-27,523.21,525.88,508.72,513.68,2324200,ADBE,stock,iwb_holdings_250529,2025-06-01,513.68,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-11-26,519.95,525.76,516.36,525.3,2415700,ADBE,stock,iwb_holdings_250529,2025-06-01,525.3,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-11-25,519.09,523.21,513.19,518.73,3320000,ADBE,stock,iwb_holdings_250529,2025-06-01,518.73,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-11-22,502.5,513.37,502.5,512.15,2287200,ADBE,stock,iwb_holdings_250529,2025-06-01,512.15,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-11-21,502.1,508.57,493.1,504.44,2002100,ADBE,stock,iwb_holdings_250529,2025-06-01,504.44,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-11-20,505.41,506.36,494.61,499.5,1874900,ADBE,stock,iwb_holdings_250529,2025-06-01,499.5,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-11-19,496.0,502.41,495.46,499.61,1961700,ADBE,stock,iwb_holdings_250529,2025-06-01,499.61,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
2024-11-18,505.0,505.51,497.69,499.51,2259700,ADBE,stock,iwb_holdings_250529,2025-06-01,499.51,iwb_holdings_250529,2025-06-02,2000-01-03,2025-05-30,6391,100.0,0.2.61,,
